cusip,duration,yield,base_coupon,price,ytm,ytw,moodys_rating,sp_rating,fitch_rating,trade_rating,price_to_par,coupon_yield_spread,ytm_ytw_spread,moodys_numeric,sp_numeric,fitch_numeric,is_investment_grade
BFOESCSN3,11.73,9.09,8.08,88.99,9.33,9.35,AA,A+,A+,3.5,0.8898999999999999,-1.0099999999999998,0.019999999999999574,19,17,17,True
DJJHJ83P8,20.07,7.21,5.42,101.91,7.18,7.3,A,A+,A,1.6,1.0191,-1.79,0.1200000000000001,16,17,16,True
KOQP80Z08,15.01,5.89,3.03,78.48,6.52,6.52,AAA,AA-,A,7.8,0.7848,-2.86,0.0,21,18,16,True
H43WCUS57,17.16,7.53,3.73,98.9,7.4,7.4,A+,A+,A,8.9,0.9890000000000001,-3.8000000000000003,0.0,17,17,16,True
5UYW8T242,6.13,7.96,4.39,73.76,7.66,8.04,BBB,A+,BBB+,7.0,0.7376,-3.5700000000000003,0.379999999999999,13,17,14,True
D0YDPN2U2,20.43,10.65,6.92,75.15,11.16,11.21,AA,AA,AA-,6.5,0.7515000000000001,-3.7300000000000004,0.05000000000000071,19,19,18,True
1D22KT562,5.09,4.4,2.89,94.55,4.91,4.97,AA+,BBB,BBB-,10.0,0.9455,-1.5100000000000002,0.05999999999999961,20,13,12,True
QPAECSPA2,10.72,7.91,3.99,74.5,8.76,9.31,A-,AA+,A-,6.8,0.745,-3.92,0.5500000000000007,15,20,15,True
2NL65EFY7,16.76,10.89,8.4,93.97,10.73,10.73,A+,AAA,BBB,5.0,0.9397,-2.49,0.0,17,21,13,True
JTXIPF5Z8,14.81,4.84,3.53,93.5,4.07,4.31,AA+,AA-,AA,5.9,0.935,-1.31,0.23999999999999932,20,18,19,True
DYQE2ETZ9,15.86,8.43,5.02,84.74,8.25,9.1,BBB+,A+,A-,9.4,0.8473999999999999,-3.41,0.8499999999999996,14,17,15,True
UTGBNT5S6,8.59,6.61,4.21,98.85,6.62,6.62,AA-,A+,A-,8.3,0.9884999999999999,-2.4000000000000004,0.0,18,17,15,True
732LU1AJ1,15.22,2.47,1.56,99.52,2.68,3.24,BBB,AA-,AA+,4.2,0.9952,-0.9100000000000001,0.56,13,18,20,True
70W67X839,7.9,7.27,5.03,105.13,6.97,7.12,A,A+,AA-,4.5,1.0513,-2.2399999999999993,0.15000000000000036,16,17,18,True
KKS1BX0C4,10.67,10.91,6.11,54.61,10.56,10.7,AA-,A+,A+,8.1,0.5461,-4.8,0.1399999999999988,18,17,17,True
YIBEC4OB8,10.4,8.55,5.28,77.93,9.18,9.18,AA,AA+,AA,4.5,0.7793000000000001,-3.2700000000000005,0.0,19,20,19,True
3T5LDLUA2,10.05,9.35,3.48,74.8,9.66,10.2,A,AA-,A+,9.5,0.748,-5.869999999999999,0.5399999999999991,16,18,17,True
O2MY87O52,21.61,4.73,4.43,104.26,5.96,6.13,AA-,A,A+,1.7,1.0426,-0.3000000000000007,0.16999999999999993,18,16,17,True
ZIZLIRG44,8.21,7.96,6.39,104.03,8.47,8.73,BBB+,AA-,AA,9.3,1.0403,-1.5700000000000003,0.2599999999999998,14,18,19,True
CUFWRD7L1,10.19,10.0,7.93,87.7,9.37,9.9,AA-,AA-,A,6.7,0.877,-2.0700000000000003,0.5300000000000011,18,18,16,True
YKZ30RBV1,15.72,8.19,3.77,70.17,8.77,9.02,AA-,A+,A+,6.4,0.7017,-4.42,0.25,18,17,17,True
HG6A2KC27,18.12,6.02,4.41,89.47,6.94,7.41,AA,AA-,BBB+,6.4,0.8946999999999999,-1.6099999999999994,0.46999999999999975,19,18,14,True
9H9VN54K0,18.0,4.12,2.65,109.15,4.15,4.39,A+,A+,A,10.0,1.0915000000000001,-1.4700000000000002,0.23999999999999932,17,17,16,True
DAEMOFIM5,19.78,5.42,5.47,90.48,5.99,6.57,A,A-,A+,8.4,0.9048,0.04999999999999982,0.5800000000000001,16,15,17,True
DOI9VOMN3,10.27,9.12,6.8,92.9,9.33,9.33,A+,AA+,A+,4.4,0.929,-2.3199999999999994,0.0,17,20,17,True
PK53DKU87,10.34,6.95,4.73,93.6,7.13,7.57,AA-,A+,A,3.4,0.9359999999999999,-2.2199999999999998,0.4400000000000004,18,17,16,True
OCGJT3636,15.73,8.2,5.4,84.83,8.18,8.65,A+,A+,AA,6.3,0.8482999999999999,-2.799999999999999,0.47000000000000064,17,17,19,True
R7BBZHPH4,23.01,8.04,4.76,90.12,8.11,8.48,AA-,BBB+,A-,5.6,0.9012,-3.2799999999999994,0.370000000000001,18,14,15,True
GJY57KZR0,29.14,8.63,6.33,92.56,9.34,9.34,AAA,AA-,AA-,2.8,0.9256,-2.3000000000000007,0.0,21,18,18,True
XDFH1VYO4,14.67,6.87,3.24,64.99,7.35,7.8,AA+,A-,A-,6.6,0.6498999999999999,-3.63,0.4500000000000002,20,15,15,True
96592VGF3,11.37,10.98,4.25,75.38,11.19,11.32,AA-,AAA,AA-,4.4,0.7537999999999999,-6.73,0.13000000000000078,18,21,18,True
O9T3WCR55,3.62,7.67,6.64,90.89,7.14,7.14,A,A,AA-,7.3,0.9089,-1.0300000000000002,0.0,16,16,18,True
XHJSYFWK0,13.01,11.85,6.77,67.68,11.8,11.92,A+,AA-,A,6.8,0.6768000000000001,-5.08,0.11999999999999922,17,18,16,True
KW7QK5NT5,16.01,9.04,6.54,92.19,9.72,9.72,AA+,A-,A+,9.1,0.9218999999999999,-2.499999999999999,0.0,20,15,17,True
0WXHBSO90,19.8,2.63,2.41,104.7,2.6,2.66,A+,A-,BBB+,8.4,1.047,-0.21999999999999975,0.06000000000000005,17,15,14,True
ZXUMNK1Q3,27.5,9.77,5.37,74.05,9.51,9.51,A,AAA,A,3.5,0.7404999999999999,-4.3999999999999995,0.0,16,21,16,True
FJ5DCYYK0,10.26,11.02,7.28,79.61,10.65,11.14,AA-,A,A+,6.2,0.7961,-3.7399999999999993,0.4900000000000002,18,16,17,True
DDABT4HZ6,9.51,5.69,3.24,94.11,5.51,6.31,AA-,A-,A-,7.2,0.9411,-2.45,0.7999999999999998,18,15,15,True
ECJIR46F2,12.57,4.71,4.45,80.53,4.45,4.92,BBB,AA,A,4.5,0.8053,-0.2599999999999998,0.46999999999999975,13,19,16,True
J5FANOMP1,6.8,10.03,6.62,78.06,9.65,10.2,A+,AA+,AA,6.7,0.7806000000000001,-3.4099999999999993,0.5499999999999989,17,20,19,True
ZT3NMEHR8,7.9,7.67,4.94,94.02,7.74,8.04,BBB,A+,A+,10.0,0.9401999999999999,-2.7299999999999995,0.29999999999999893,13,17,17,True
3FK1AF8G6,12.42,9.91,5.26,85.4,9.29,9.78,A,A+,AA,5.5,0.8540000000000001,-4.65,0.4900000000000002,16,17,19,True
4UYCSGWN6,15.77,3.94,2.51,86.81,3.69,4.18,A+,BBB,AA,3.6,0.8681,-1.4300000000000002,0.48999999999999977,17,13,19,True
0D8AV9US6,25.91,4.43,1.87,89.57,4.46,4.68,AA,AAA,AA-,6.6,0.8956999999999999,-2.5599999999999996,0.21999999999999975,19,21,18,True
O0W10SUI9,15.14,5.0,3.52,93.79,4.75,5.15,A+,A,A+,4.8,0.9379000000000001,-1.48,0.40000000000000036,17,16,17,True
B6KFKEME0,8.5,8.93,4.81,74.11,8.85,9.29,A+,A,BBB+,7.9,0.7411,-4.12,0.4399999999999995,17,16,14,True
SK4MZ6WI6,9.85,4.39,1.69,99.18,4.53,4.53,AA,A+,A+,8.7,0.9918,-2.6999999999999997,0.0,19,17,17,True
8P44KERW8,11.56,7.71,7.1,89.35,7.67,7.89,A+,AA,A-,6.5,0.8935,-0.6100000000000003,0.21999999999999975,17,19,15,True
5B300R5M8,4.14,7.73,4.26,78.77,8.6,8.93,BBB+,BBB+,AA-,6.0,0.7877,-3.4700000000000006,0.33000000000000007,14,14,18,True
X2DQ4GMC3,18.42,5.06,4.49,87.69,5.5,5.5,A+,A,BBB+,7.0,0.8769,-0.5699999999999994,0.0,17,16,14,True
N76UQTD90,7.18,8.07,6.25,93.02,7.58,7.83,AA,AA-,AA-,6.9,0.9301999999999999,-1.8200000000000003,0.25,19,18,18,True
9XMMK3GL1,22.3,6.61,5.8,104.68,6.24,6.24,A,A+,AA-,4.9,1.0468000000000002,-0.8100000000000005,0.0,16,17,18,True
5962UW730,28.27,6.15,5.79,96.92,5.59,5.99,A+,AA,A+,3.7,0.9692000000000001,-0.3600000000000003,0.40000000000000036,17,19,17,True
EHM7FWMG2,15.16,0.79,3.5,121.5,1.03,1.64,A+,AA-,BBB+,8.8,1.215,2.71,0.6099999999999999,17,18,14,True
606KL1ZZ7,24.72,10.47,8.68,94.56,9.97,10.13,A-,AAA,A-,3.8,0.9456,-1.790000000000001,0.16000000000000014,15,21,15,True
ZL0I94LJ8,8.37,5.31,6.03,109.97,5.45,5.57,A+,AA-,AA,8.6,1.0997,0.7200000000000006,0.1200000000000001,17,18,19,True
I5V47B7Q2,19.62,7.09,4.4,85.15,7.22,7.35,AA-,AAA,AA-,6.9,0.8515,-2.6899999999999995,0.1299999999999999,18,21,18,True
9HYCJAQH8,23.26,8.05,5.84,91.27,8.76,9.11,A+,A,AA-,6.2,0.9127,-2.210000000000001,0.34999999999999964,17,16,18,True
YX97UPY39,18.33,5.63,3.17,87.18,5.95,6.08,BBB,AA,A-,4.1,0.8718,-2.46,0.1299999999999999,13,19,15,True
BSYHVFQT9,18.25,9.19,4.74,74.4,8.42,8.57,AA,AA-,A,2.4,0.7440000000000001,-4.449999999999999,0.15000000000000036,19,18,16,True
3D7CWTGW8,27.13,8.55,6.78,73.03,8.54,8.77,AAA,AA,A,4.6,0.7303000000000001,-1.7700000000000005,0.23000000000000043,21,19,16,True
9ELVYJE45,23.26,9.26,6.01,75.93,8.7,9.26,A+,AA+,A+,5.8,0.7593000000000001,-3.25,0.5600000000000005,17,20,17,True
F687D5B00,11.01,9.42,6.96,99.19,9.59,9.59,A+,AA-,AA+,4.6,0.9919,-2.46,0.0,17,18,20,True
P7KB82A73,8.45,6.44,4.72,82.65,6.67,6.81,AA-,A,A+,6.6,0.8265,-1.7200000000000006,0.13999999999999968,18,16,17,True
3ALVU2WF6,7.26,8.83,6.76,96.59,8.61,9.14,AA+,A,AAA,10.0,0.9659,-2.0700000000000003,0.5300000000000011,20,16,21,True
BB7SHZF42,6.09,7.04,4.78,89.17,7.7,7.86,A+,A+,BBB+,3.4,0.8917,-2.26,0.16000000000000014,17,17,14,True
LL800SK07,13.58,8.2,5.59,68.72,8.05,8.05,A+,A-,BBB+,4.8,0.6872,-2.6099999999999994,0.0,17,15,14,True
AUEWX1N21,10.58,6.57,4.9,94.07,6.44,6.66,AA-,BBB-,AA+,10.0,0.9407,-1.67,0.21999999999999975,18,12,20,True
TEABC2RH0,5.09,5.34,3.62,90.23,4.6,5.15,A,AAA,AA+,7.4,0.9023,-1.7199999999999998,0.5500000000000007,16,21,20,True
EPGUY4DM0,7.27,10.96,6.34,71.09,11.17,11.17,A,AA-,A-,4.3,0.7109000000000001,-4.620000000000001,0.0,16,18,15,True
8T4ZVQ835,5.48,13.06,7.98,90.02,12.89,12.89,AA-,AA-,A,8.4,0.9002,-5.08,0.0,18,18,16,True
TJ0O1V114,17.38,5.92,4.94,78.46,6.04,6.68,A+,AAA,AA-,6.9,0.7846,-0.9799999999999995,0.6399999999999997,17,21,18,True
2BMT964G2,17.26,4.57,4.3,111.49,5.18,5.42,BBB+,AA,AA-,6.3,1.1149,-0.27000000000000046,0.2400000000000002,14,19,18,True
B5LUWMOI3,10.44,8.38,4.78,84.95,9.09,9.09,A,AA-,AA+,6.8,0.8495,-3.6000000000000005,0.0,16,18,20,True
KNZBQ89A1,17.81,10.19,5.9,82.71,11.12,11.48,BBB-,AA+,BBB+,3.4,0.8271,-4.289999999999999,0.3600000000000012,12,20,14,True
CU8NUP2H3,10.61,8.94,3.07,72.42,9.36,9.71,AA+,A-,A+,4.3,0.7242000000000001,-5.869999999999999,0.3500000000000014,20,15,17,True
07T637LI5,4.07,5.18,2.16,85.03,5.48,5.7,AA,A,A-,7.8,0.8503000000000001,-3.0199999999999996,0.21999999999999975,19,16,15,True
RBG5IW7D7,19.67,11.86,8.21,83.75,11.79,12.02,A-,AA-,AA,2.6,0.8375,-3.6499999999999986,0.23000000000000043,15,18,19,True
VIS6A5BV1,11.06,8.18,7.1,102.55,8.18,8.33,AA+,A,AA-,7.0,1.0255,-1.08,0.15000000000000036,20,16,18,True
5VQ8W61N7,7.98,8.18,4.77,75.83,8.38,8.38,BBB+,A,A-,7.1,0.7583,-3.41,0.0,14,16,15,True
C4JC7EFC7,10.51,6.54,4.07,93.39,7.24,7.8,A+,AAA,A-,8.5,0.9339,-2.4699999999999998,0.5599999999999996,17,21,15,True
93NQFAEL8,10.47,10.55,8.99,99.25,10.9,10.99,A-,A+,AA+,7.9,0.9925,-1.5600000000000005,0.08999999999999986,15,17,20,True
LI31834W9,16.7,6.36,2.7,77.94,6.98,7.02,AA-,AA,AAA,6.0,0.7794,-3.66,0.03999999999999915,18,19,21,True
9238MPE34,18.23,5.44,4.54,88.98,5.11,5.63,AAA,BBB+,AA+,8.3,0.8898,-0.9000000000000004,0.5199999999999996,21,14,20,True
H67MPA069,5.18,7.65,5.78,106.77,7.18,7.18,BBB+,BBB+,A,7.8,1.0676999999999999,-1.87,0.0,14,14,16,True
HAW8B26W2,10.26,10.65,6.46,63.83,10.48,11.37,A+,BBB-,A-,5.9,0.6383,-4.19,0.8899999999999988,17,12,15,True
YNF0ZV6R0,28.0,5.31,4.05,90.85,4.75,4.75,AAA,A-,AA-,6.1,0.9085,-1.2599999999999998,0.0,21,15,18,True
LYKH83TK4,8.41,8.09,5.28,87.27,8.47,8.54,BBB-,A+,A-,4.1,0.8726999999999999,-2.8099999999999996,0.06999999999999851,12,17,15,True
UI653AQG5,8.95,11.21,7.4,83.64,10.76,10.84,AA,BBB+,AAA,6.8,0.8364,-3.8100000000000005,0.08000000000000007,19,14,21,True
Z9HD0CPW9,8.58,5.93,2.94,107.83,5.66,5.72,AA,A+,AA,4.2,1.0783,-2.9899999999999998,0.05999999999999961,19,17,19,True
H9IN5E7Z5,11.87,8.41,6.31,88.16,9.0,9.0,AA-,A+,A-,5.9,0.8815999999999999,-2.1000000000000005,0.0,18,17,15,True
H8QZCQ6Y1,11.37,6.83,5.49,72.94,6.34,6.54,AA-,AA+,A,2.0,0.7293999999999999,-1.3399999999999999,0.20000000000000018,18,20,16,True
YVOWGYI95,23.69,2.44,1.65,112.82,2.22,2.22,AA+,A,AA,3.8,1.1281999999999999,-0.79,0.0,20,16,19,True
VEFZB1IC9,8.45,6.24,4.27,101.38,7.12,7.87,A+,AA,A,5.2,1.0138,-1.9700000000000006,0.75,17,19,16,True
4SKSC30X2,7.64,7.98,6.35,72.59,8.87,8.94,A,A,A,8.9,0.7259,-1.6300000000000008,0.07000000000000028,16,16,16,True
G5YMNAAS0,7.35,1.92,2.64,97.75,1.96,1.96,BBB+,A,AA,8.5,0.9775,0.7200000000000002,0.0,14,16,19,True
G7T4H0CU0,13.45,2.64,0.0,90.71,2.65,3.12,A,AA+,A+,5.2,0.9070999999999999,-2.64,0.4700000000000002,16,20,17,True
9CAUNR534,9.86,1.87,1.88,107.49,1.73,1.8,AA,BBB-,AA-,8.7,1.0749,0.009999999999999787,0.07000000000000006,19,12,18,True
5QFXA1X86,13.0,5.51,2.87,95.31,5.77,5.77,A,A,A,8.9,0.9531000000000001,-2.6399999999999997,0.0,16,16,16,True
FY39ABKO5,5.32,12.38,8.73,86.65,12.31,12.31,BBB+,AA,A+,5.3,0.8665,-3.6500000000000004,0.0,14,19,17,True
S5R9E7AA7,10.57,4.31,3.01,82.5,4.09,4.16,AA,A+,A+,4.9,0.825,-1.2999999999999998,0.07000000000000028,19,17,17,True
JDVF4FBX5,17.42,6.21,3.45,83.94,5.81,6.59,A-,A-,AA-,5.7,0.8393999999999999,-2.76,0.7800000000000002,15,15,18,True
GFFE0KYF2,15.72,8.71,4.63,77.44,8.73,8.94,A+,AA+,A+,5.7,0.7744,-4.080000000000001,0.20999999999999908,17,20,17,True
MA8I4JKA6,11.03,8.66,5.27,85.28,8.38,8.87,BBB-,AA,BBB+,3.1,0.8528,-3.3900000000000006,0.48999999999999844,12,19,14,True
4OGRIU391,14.33,6.45,5.96,99.24,5.37,5.71,A-,A,BBB+,7.6,0.9924,-0.4900000000000002,0.33999999999999986,15,16,14,True
C3AHB2QO0,12.46,4.18,4.66,92.37,4.74,5.07,BBB,A-,A+,7.8,0.9237000000000001,0.4800000000000004,0.33000000000000007,13,15,17,True
PIKY4WN54,19.84,5.48,5.74,100.79,5.18,5.48,AA,AA,A+,8.3,1.0079,0.2599999999999998,0.3000000000000007,19,19,17,True
PXTM725V8,27.7,1.9,3.08,105.78,1.72,1.86,BBB+,A,AA+,6.6,1.0578,1.1800000000000002,0.14000000000000012,14,16,20,True
37HTF24E2,8.18,12.03,8.49,90.38,11.97,12.63,A+,AAA,BBB+,6.9,0.9037999999999999,-3.539999999999999,0.6600000000000001,17,21,14,True
TUJTOUMF0,6.4,8.4,5.9,91.05,8.25,8.39,BBB-,AA,A-,5.8,0.9105,-2.5,0.14000000000000057,12,19,15,True
6TN6QJHA1,5.51,7.52,4.59,103.38,6.92,6.99,A-,AA-,AA+,7.3,1.0338,-2.9299999999999997,0.07000000000000028,15,18,20,True
YHOEP3FF0,7.79,6.39,4.93,87.57,6.14,6.64,AA-,A+,A,6.5,0.8756999999999999,-1.46,0.5,18,17,16,True
A4EK1NNG5,12.86,6.94,4.5,90.61,7.08,7.32,A+,BBB+,BBB,5.5,0.9061,-2.4400000000000004,0.2400000000000002,17,14,13,True
YGQ9ZCUI5,9.66,9.02,6.7,74.59,9.54,9.7,AA+,AA,A,9.2,0.7459,-2.3199999999999994,0.16000000000000014,20,19,16,True
WII65NKG2,10.58,8.04,3.73,64.23,8.1,8.26,A+,BBB+,A+,2.4,0.6423000000000001,-4.309999999999999,0.16000000000000014,17,14,17,True
ARAEWNDG2,8.62,6.14,4.13,88.46,6.02,6.02,A+,AA,AA,9.1,0.8845999999999999,-2.01,0.0,17,19,19,True
KXRI4BYC9,10.07,8.22,6.48,95.46,7.91,8.18,AA,A,A+,5.4,0.9545999999999999,-1.7400000000000002,0.2699999999999996,19,16,17,True
T21Q8NHO5,11.45,8.26,6.49,101.82,8.64,8.74,A-,AA,A,4.8,1.0182,-1.7699999999999996,0.09999999999999964,15,19,16,True
RZTQ8W6W6,24.95,2.25,1.28,94.19,2.46,3.13,A+,AA-,A+,6.2,0.9419,-0.97,0.6699999999999999,17,18,17,True
X291QFDM0,22.17,7.06,3.5,83.39,6.28,6.56,BBB+,A+,AA,2.7,0.8339,-3.5599999999999996,0.27999999999999936,14,17,19,True
XBPDZK797,5.78,9.35,7.59,103.17,9.11,9.39,AA-,BBB-,A-,4.8,1.0317,-1.7599999999999998,0.28000000000000114,18,12,15,True
O8QFJS301,9.49,7.24,3.47,67.86,7.64,8.09,A+,A-,A+,5.0,0.6786,-3.77,0.4500000000000002,17,15,17,True
7TWCEJ268,13.3,7.72,2.95,86.05,7.66,8.08,AA-,BBB,A-,5.9,0.8604999999999999,-4.77,0.41999999999999993,18,13,15,True
HTKHCMK41,9.95,1.38,1.05,95.63,1.33,1.68,BBB+,AA,A+,4.8,0.9562999999999999,-0.32999999999999985,0.34999999999999987,14,19,17,True
FMVK4I3H0,30.0,9.08,7.38,87.46,9.59,10.39,A,A+,AA-,8.0,0.8745999999999999,-1.7000000000000002,0.8000000000000007,16,17,18,True
LB8XX9P22,9.19,6.73,4.21,97.88,6.5,6.56,BBB+,A,A,10.0,0.9788,-2.5200000000000005,0.05999999999999961,14,16,16,True
Y2KUXIE21,5.68,7.04,3.81,79.17,6.64,7.14,A+,AA,AA+,2.9,0.7917000000000001,-3.23,0.5,17,19,20,True
KXZN1F7V0,7.55,8.76,6.84,82.3,9.05,9.43,A-,AA-,A+,7.3,0.823,-1.92,0.379999999999999,15,18,17,True
5JQXNV829,14.59,7.98,5.14,83.57,7.76,8.57,A,AA,AA-,7.5,0.8356999999999999,-2.8400000000000007,0.8100000000000005,16,19,18,True
WPR1ZYLM1,22.44,4.31,3.58,98.69,4.46,4.98,BBB,A,AA,7.3,0.9869,-0.7299999999999995,0.5200000000000005,13,16,19,True
VH4Q3H8C7,30.0,5.67,4.24,87.21,5.43,5.43,AA,A,A+,5.4,0.8721,-1.4299999999999997,0.0,19,16,17,True
AUY01RTJ6,11.11,5.01,3.57,82.33,5.4,6.24,AA,AA-,A+,7.0,0.8233,-1.44,0.8399999999999999,19,18,17,True
OQJ1RPFF2,14.94,5.07,6.16,113.43,5.51,5.62,AAA,BBB-,A,6.9,1.1343,1.0899999999999999,0.11000000000000032,21,12,16,True
44MWCCX81,11.24,6.59,5.13,117.27,6.44,6.47,BBB+,A+,AA-,6.0,1.1726999999999999,-1.46,0.02999999999999936,14,17,18,True
L8QVSKZ03,13.4,7.53,4.24,98.82,6.13,6.46,A+,AA,BBB+,4.0,0.9882,-3.29,0.33000000000000007,17,19,14,True
T2461CN84,5.23,10.64,6.59,77.51,10.39,10.39,A,AA-,A-,5.7,0.7751,-4.050000000000001,0.0,16,18,15,True
4ENN2X7P5,14.6,6.25,3.98,97.55,5.64,5.64,A,A+,BBB-,3.8,0.9754999999999999,-2.27,0.0,16,17,12,True
WUFADJV84,9.73,1.01,0.0,97.98,0.74,0.87,AA+,AA,A+,6.4,0.9798,-1.01,0.13,20,19,17,True
BJ3CEYH22,11.73,9.08,7.99,92.18,8.23,8.54,A,BBB,AA+,3.6,0.9218000000000001,-1.0899999999999999,0.3099999999999987,16,13,20,True
UIAJ4QS13,11.37,3.61,2.05,99.3,3.53,3.66,BBB-,A,A-,7.0,0.993,-1.56,0.13000000000000034,12,16,15,True
PNG4H1AD1,13.42,10.67,8.04,99.9,10.97,10.97,A+,A-,BBB-,4.1,0.9990000000000001,-2.630000000000001,0.0,17,15,12,True
2UD0DF8D6,25.18,6.3,4.02,85.89,6.1,6.26,AA-,A+,AA+,6.8,0.8589,-2.2800000000000002,0.16000000000000014,18,17,20,True
JN1RXWRC4,13.38,6.24,5.78,81.69,6.55,7.19,A,AA-,A+,9.1,0.8169,-0.45999999999999996,0.6400000000000006,16,18,17,True
TLRCTFFQ0,5.29,6.82,3.68,91.93,6.59,6.72,AAA,AA-,AA-,10.0,0.9193000000000001,-3.14,0.1299999999999999,21,18,18,True
TJYXAZJF9,12.07,8.31,5.59,83.35,9.58,9.71,AA+,AA-,BBB+,1.5,0.8334999999999999,-2.7200000000000006,0.13000000000000078,20,18,14,True
R9YGZ8WA4,5.07,10.14,7.02,86.68,10.16,10.16,BBB,AA,A,4.2,0.8668,-3.120000000000001,0.0,13,19,16,True
38JCEMDN9,26.55,6.97,6.99,89.34,6.44,6.85,A+,AA,AAA,5.7,0.8934000000000001,0.020000000000000462,0.40999999999999925,17,19,21,True
0BNUUF000,11.79,5.92,5.9,103.76,6.24,6.63,AA+,BBB+,AA,8.7,1.0376,-0.019999999999999574,0.3899999999999997,20,14,19,True
YHU72X9L5,12.83,5.92,5.05,92.63,5.92,5.92,A-,AA+,A,3.9,0.9262999999999999,-0.8700000000000001,0.0,15,20,16,True
YF9S9H869,6.84,3.8,2.43,113.77,3.6,3.91,A-,AA+,AA,5.3,1.1377,-1.3699999999999997,0.31000000000000005,15,20,19,True
N8N6IFBJ3,19.33,6.59,5.81,84.45,5.86,6.12,A-,A,AA,6.7,0.8445,-0.7800000000000002,0.2599999999999998,15,16,19,True
2P99OUCP9,26.09,8.37,4.6,66.75,8.43,8.47,AA,A-,AA-,5.8,0.6675,-3.7699999999999996,0.040000000000000924,19,15,18,True
83I427KT6,17.94,5.82,4.01,85.44,5.11,5.11,BBB+,A,AA+,7.3,0.8543999999999999,-1.8100000000000005,0.0,14,16,20,True
2FA0LCZW5,13.67,10.19,8.63,98.56,10.2,11.23,A+,AA-,AA,6.1,0.9856,-1.5599999999999987,1.0300000000000011,17,18,19,True
GZM51XW09,10.47,10.77,8.17,88.66,11.19,11.5,A-,AA-,A+,6.0,0.8865999999999999,-2.5999999999999996,0.3100000000000005,15,18,17,True
7BPQSPXD9,12.97,5.72,2.58,75.94,4.48,4.92,AA-,BBB-,AA+,7.4,0.7594,-3.1399999999999997,0.4399999999999995,18,12,20,True
1QDZ22X88,18.38,7.94,5.67,79.09,7.65,8.22,BBB-,AA-,AA,5.4,0.7909,-2.2700000000000005,0.5700000000000003,12,18,19,True
ZMQJ4VSL8,30.0,6.02,4.25,103.74,5.24,5.63,A,BBB-,AAA,7.4,1.0373999999999999,-1.7699999999999996,0.3899999999999997,16,12,21,True
IB7KWBSZ3,13.18,5.84,6.95,103.49,5.56,5.56,A-,A+,BBB+,3.2,1.0349,1.1100000000000003,0.0,15,17,14,True
GQ48QVDC8,9.75,6.37,4.37,87.77,6.74,6.83,A-,AAA,A-,10.0,0.8776999999999999,-2.0,0.08999999999999986,15,21,15,True
2DH8S8TZ8,8.14,5.82,4.08,75.98,4.97,4.99,AA,A,BBB-,3.3,0.7598,-1.7400000000000002,0.020000000000000462,19,16,12,True
8WONLSC46,8.49,7.8,6.97,88.81,7.88,7.88,A,A,A,4.8,0.8881,-0.8300000000000001,0.0,16,16,16,True
FZKMRWV01,7.39,2.89,2.56,111.65,2.62,2.62,AA-,AA+,A-,7.1,1.1165,-0.33000000000000007,0.0,18,20,15,True
FRPG3VU02,9.97,8.13,6.01,87.91,7.89,7.89,AA+,AA,A-,8.2,0.8791,-2.120000000000001,0.0,20,19,15,True
Z4VXWCEK4,9.16,6.9,6.18,92.59,7.17,7.99,A-,A-,A-,1.0,0.9259000000000001,-0.7200000000000006,0.8200000000000003,15,15,15,True
4WWLMZ1Q5,6.68,9.39,8.0,101.25,10.12,10.35,A+,A+,BBB-,6.4,1.0125,-1.3900000000000006,0.23000000000000043,17,17,12,True
YWMQFRPQ9,30.0,2.61,2.28,115.45,2.64,2.76,AAA,AAA,A+,8.1,1.1545,-0.33000000000000007,0.11999999999999966,21,21,17,True
WX3WLDND7,9.43,5.28,3.96,94.98,4.86,4.92,A+,A,A,9.7,0.9498000000000001,-1.3200000000000003,0.05999999999999961,17,16,16,True
6QAR8H1I8,10.16,6.36,4.57,83.24,6.14,6.26,A,A,A,5.7,0.8323999999999999,-1.79,0.1200000000000001,16,16,16,True
KUFBB65T3,11.92,8.66,7.28,85.94,9.21,9.88,A+,A,A,5.5,0.8593999999999999,-1.38,0.6699999999999999,17,16,16,True
FAVBC5AH3,13.59,7.86,6.94,103.34,8.19,8.47,AA-,A,A,5.4,1.0334,-0.9199999999999999,0.28000000000000114,18,16,16,True
VAXZRXN53,12.94,5.61,3.7,90.91,5.73,5.73,AA-,AAA,A+,6.6,0.9091,-1.9100000000000001,0.0,18,21,17,True
JI6L1WJ77,8.03,7.56,4.53,90.32,7.21,7.21,AA,A,BBB+,5.0,0.9031999999999999,-3.0299999999999994,0.0,19,16,14,True
T07XKQIT4,16.68,5.8,5.71,115.36,5.42,5.58,AAA,A,A+,5.9,1.1536,-0.08999999999999986,0.16000000000000014,21,16,17,True
XPX4VH344,30.0,10.37,8.66,73.63,9.2,9.22,A-,AA-,A+,5.6,0.7363,-1.709999999999999,0.02000000000000135,15,18,17,True
Q4C2SQBI4,10.39,8.79,6.08,83.91,8.46,8.73,AA,AA+,A,6.6,0.8391,-2.709999999999999,0.2699999999999996,19,20,16,True
GQO2OW138,16.87,6.25,5.85,90.19,6.59,6.72,A+,A,A+,8.1,0.9018999999999999,-0.40000000000000036,0.1299999999999999,17,16,17,True
BUNV1M046,29.6,8.67,5.62,75.73,8.49,9.07,A,AA-,A,5.4,0.7573000000000001,-3.05,0.5800000000000001,16,18,16,True
